source,target
Heat is energy transfer due to temperature,Okun-iná jẹ́ ìṣíragbára nítorí ìgbóná
Thermal equilibrium has equal temperatures,Ìbámu ooru ní àwọn ìgbóná tí ó dọ́gba
Thermal expansion increases volume,Ìtẹ̀wọ̀n ooru máa ń pọ̀ àyè
Specific heat varies by material,Okun-iná pàtàkì yàtọ̀ nípa ohun èlò
Heat capacity measures energy storage,Agbára okun-iná wọn ìtọ́jú agbára
Latent heat relates to phase changes,Okun-iná wíwàba jẹ mọ́ àwọn ìyípadà ipò
Heat engines convert heat to work,Àwọn èṛọ okun-iná yí okun-iná padà sí iṣẹ́
Carnot efficiency limits heat engines,Ìṣepé Carnot dá opin sí àwọn èṛọ okun-iná
Refrigerators move heat against gradient,Àwọn ẹ̀rọọjẹ̀ ṣí okun-iná lòdì sí onígbọ̀ngbọ́
Heat pumps move heat between environments,Àwọn pompuooru ṣí okun-iná láàrín àwọn àyíká
Entropy measures system disorder,Ìdágbére wọn àìlẹ́tọ̀ètò
Entropy increases in natural processes,Ìdágbére máa ń pọ̀ nínú àwọn ìlànà adáyébá
Mechanics studies motion and forces,Èḳó ̣nípa ìṣemẹ́kà kọ́ nípa ìṣí àti àwọn ipá
Kinematics describes motion without forces,Èḳó ̣nípa ìṣí ṣàlàyé ìṣí láìsí àwọn ipá
Dynamics relates forces to motion,Èḳó ̣nípa ipá ṣe àlàjẹpọ̀ àwọn ipá sí ìṣí
Statics studies objects at rest,Èḳó ̣nípa dídúró kọ́ nípa àwọn èdá ní ìsinmi
Projectile motion combines horizontal and vertical,Ìṣí ìgbọnwá dá ìtasọ́nà àti ìtagbòrò pọ̀
Uniform motion has constant velocity,Ìṣí dọ́gba ní ìdà-ipò tí ó dúró
Accelerated motion has changing velocity,Ìṣí ìdà-eré ní ìdà-ipò tí ń yípadà
Momentum equals mass times velocity,Ipáàlọ dọ́gba ìwọ̀n-okun lọ́nà ìdà-ipò
Impulse changes momentum,Ìtẹ̀yìn máa ń yí ipáàlọ padà
Work equals force times displacement,Iṣẹ́ dọ́gba ipá lọ́nà ìyípòdà
Power equals work divided by time,Ìgbóra dọ́gba iṣẹ́ pín fún àkókò
Energy is the capacity to do work,Agbára jẹ́ okun fún lílo iṣẹ́
Potential energy depends on position,Agbára ìpò dá lórí ipò
Kinetic energy relates to motion,Agbára ìmira jẹ mọ́ ìṣí
Mechanical energy combines potential and kinetic,Agbára èṛọ dá agbára ìpò àti ìmira pọ̀
Friction converts kinetic to heat energy,Ìmúlẹ̀ yí agbára ìmira padà sí agbára okun-iná
Conservation of energy is fundamental,Ìtọ́jú agbára jẹ́ pàtàkì
Fluid mechanics studies liquids and gases,Èḳó ̣nípa ìṣeaṣàn kọ́ nípa àwọn aṣàn àti òyì
Pressure equals force per unit area,Èéfún dọ́gba ipá fún ẹyọ òrò
Buoyancy equals displaced fluid weight,Ipá àtẹ́lẹ́ dọ́gba ìwọ̀n-ìwúwo aṣàn kúrò
Archimedes principle explains buoyancy,Ìlànà Archimedes ṣàlàyé ipá àtẹ́lẹ́
Pascal's principle describes pressure in fluids,Ìlànà Pascal ṣàlàyé èéfún nínú àwọn aṣàn
Bernoulli's principle relates pressure to speed,Ìlànà Bernoulli ṣe àlàjẹpọ̀ èéfún sí ìyára
Fluid flow can be laminar or turbulent,Ìṣàn aṣàn lè jẹ́ pẹlẹ́bẹ tàbí rúdurùdu
Viscosity resists fluid flow,Ìkítẹ́lẹ̀jẹpẹ tako ìṣàn aṣàn
Surface tension creates skin-like surfaces,Ìfàlára ojú ṣẹ̀dá àwọn ojú bí awọ
Capillary action draws liquids into narrow spaces,Ìṣe ọ̀kẹ́ fa àwọn aṣàn sínú àwọn àyè híhá
Plasma physics studies ionized gases,Èḳó ̣nípa agbọkunnáá kọ́ nípa àwọn òyì àyègbàrá
Nuclear physics studies atomic nuclei,Èḳó ̣nípa ojúìnú kọ́ nípa àwọn àárín átòṃù
Particle physics studies subatomic particles,Èḳó ̣nípa ẹ̀yọ kọ́ nípa àwọn ẹ̀yọ abẹ́-átòṃù
Quantum physics studies atomic scale,Èḳó ̣nípa ìṣeàṣìmú kọ́ nípa ìwọ̀n átòṃù
Relativity studies high speeds and gravity,Èḳó ̣nípa ìbájẹpọ̀ kọ́ nípa àwọn ìyára gíga àti ipá òòfà-ilẹ̀
Astrophysics applies physics to astronomy,Èḳó ̣nípa ẹ̀dáọ̀run lo èḳó ̣nípa èdá fún ìwádìí ọ̀run
Biophysics applies physics to biology,Èḳó ̣nípa ẹ̀dáara lo èḳó ̣nípa èdá fún ìwádìí ẹ̀dá alááyè
Geophysics applies physics to Earth,Èḳó ̣nípa ẹ̀dáilẹ̀ lo èḳó ̣nípa èdá fún ìwádìí ilẹ̀
Medical physics applies physics to medicine,Èḳó ̣nípa ẹ̀dáògùn lo èḳó ̣nípa èdá fún ìwádìí ìṣègùn
Engineering applies physics to practical problems,Ìṣèṛọ lo èḳó ̣nípa èdá fún àwọn ìṣòro ìṣèṣe
Acoustics studies sound behavior,Èḳó ̣nípa ìró kọ́ nípa ìwà ìró
Optics studies light behavior,Èḳó ̣nípa ìríran kọ́ nípa ìwà ìtànná
Electromagnetism studies electricity and magnetism,Èḳó ̣nípa àrá-òòfà kọ́ nípa okun-àrá àti òòfà
Materials science studies material properties,Èḳó ̣nípa ohun èlò kọ́ nípa àwọn ìwà ohun èlò
Spectroscopy analyzes light spectra,Èḳó ̣nípa àyẹ̀wò-ìtànná ṣe àtúpalẹ̀ àwọn àádi-ìtànná
Microscopy uses microscopes for imaging,Èḳó ̣nípa aṣàwò-kékerè lo àwọn kékerìn fún ìṣàwòrán
Telescopy uses telescopes for imaging,Èḳó ̣nípa aṣàwò-jínjìn lo àwọn jínjínrìn fún ìṣàwòrán
Metrology studies measurement,Èḳó ̣nípa ìṣewọ̀n kọ́ nípa ìwọ̀n
Radiometry measures electromagnetic radiation,Èḳó ̣nípa ìwọ̀natànná wọn atànná àrá-òòfà
Physical constants have fixed values,Àwọn ìdúró èdá ní àwọn iye tí ó dúró
Speed of light is a physical constant,Ìyára ìtànná jẹ́ ìdúró èdá
Planck's constant relates energy to frequency,Ìdúró Planck ṣe àlàjẹpọ̀ agbára sí ìyásí
Gravitational constant relates gravity to mass,Ìdúró ipá òòfà-ilẹ̀ ṣe àlàjẹpọ̀ ipá òòfà-ilẹ̀ sí ìwọ̀n-okun
Boltzmann constant relates energy to temperature,Ìdúró Boltzmann ṣe àlàjẹpọ̀ agbára sí ìgbóná
Avogadro's number counts atoms in a mole,Nọ́mbà Avogadro ka àwọn átòṃù nínú móòlù
Elementary charge is electron charge magnitude,Àyè àrá ẹlẹ́yọ jẹ́ ìwọ̀n àyè àrá èlẹ́kìtírónù
Fine structure constant relates electromagnetic forces,Ìdúró ètò kékeré ṣe àlàjẹpọ̀ àwọn ipá àrá-òòfà
Measurement requires standards and instruments,Ìṣèwọ̀n nílò àwọn ìgbìmọ̀ àti ohun èlò
SI units form standard measurement system,Àwọn ìwọ̀n SI ṣẹ̀dá ètò ìwọ̀n ìgbìmọ̀
Meter measures length,Mítà wọn gígùn
Kilogram measures mass,Kílógrámù wọn ìwọ̀n-okun
Second measures time,Ìṣẹ́jú wọn àkókò
Ampere measures electric current,Ámpẹ̀yà wọn ìsán-àrá
Kelvin measures temperature,Kẹ́lifìn wọn ìgbóná
Mole measures amount of substance,Móòlù wọn iye èdá
Candela measures luminous intensity,Kándélà wọn ipá ìmọ́lẹ̀
Derived units combine base units,Àwọn ìwọ̀n àyétorí dá àwọn ìwọ̀n ìpìlẹ̀ pọ̀
Newton measures force,Nítín wọn ipá
Joule measures energy,Júlì wọn agbára
Watt measures power,Wátì wọn ìgbóra
Pascal measures pressure,Pásíkálì wọn èéfún
Volt measures electric potential,Fóòlìtì wọn agbára àrá
Ohm measures electric resistance,Óòmù wọn atako-àrá
Hertz measures frequency,Háàtìsì wọn ìyásí
Measurement has uncertainty,Ìṣèwọ̀n ní àìdájú
Precision measures consistency,Pípeye wọn ìbámu
Accuracy measures correctness,Òtítọ́ wọn ìṣedéédé
Calibration ensures measurement accuracy,Ìṣètúnṣe dá ìṣedéédé ìṣèwọ̀n lójú
Instruments extend human senses,Àwọn ohun èlò gbé àwọn ìmọ̀lára ènìyàn ga
Transducers convert between energy forms,Àwọn ayípadàgbára yí láàrín àwọn orí agbára
Technology applies physics principles,Ìmọ̀-ẹ̀rọ lo àwọn ìlànà èḳó ̣nípa èdá
Engineering designs practical solutions,Ìṣèṛọ ṣe àwọn ojútùú ìṣèṣe
Scientific method guides physics research,Ọ̀nà ìmọ̀-jinlẹ̀ ṣàmójútó ìwádìí èḳó ̣nípa èdá
Experiments test hypotheses,Àwọn ìdánwò dán àwọn ìdábàá wò
Theories explain observations,Àwọn ìlànà ṣàlàyé àwọn àkíyèsí
Models simplify complex systems,Àwọn àpẹẹrẹ mú àwọn ètò lílapọ̀ rọrùn
Simulations predict system behavior,Àwọn àfàyàfì sọ àsọtẹ́lẹ̀ ìwà ètò
Data analysis interprets experimental results,Àtúpalẹ̀ dátà túmọ̀ àwọn èsì ìdánwò
Physics advances human understanding,Èḳó ̣nípa èdá gbé òye ènìyàn ga
Newtonian mechanics describes everyday motion,Èḳó ̣nípa ìṣemẹ́kà ti Newton ṣàlàyé ìṣí ojóojúmọ́
Quantum mechanics describes atomic behavior,Èḳó ̣nípa ìṣeátómù ṣàlàyé ìwà átòṃù
Relativity describes high-speed motion,Èḳó ̣nípa ìbájẹpọ̀ ṣàlàyé ìṣí ìyára-gíga
Electromagnetic theory describes fields and waves,Ìlànà àrá-òòfà ṣàlàyé àwọn ìté ̣àti agbòn
Thermodynamics describes heat and energy,Èḳó ̣nípa okun-ooru ṣàlàyé okun-iná àti agbára
String theory proposes fundamental strings,Ìlànà okùn dábàá àwọn okùn ìpìlẹ̀
Quantum field theory combines quantum and fields,Ìlànà iye-ipele ìté ̣dá iye-ipele àti àwọn ìté ̣pọ̀
Standard model describes fundamental particles,Àpẹẹrẹ déédéé ṣàlàyé àwọn ẹ̀yọ ìpìlẹ̀
Cosmology studies universe structure and evolution,Èḳó ̣nípa ẹ̀dákejì kọ́ nípa ètò àti ìdàgbàsókè àgbáyé
Dark matter affects galaxy rotation,Èdá òkùnkùn ní ipa lórí ìyípo àlàlá
Dark energy drives cosmic expansion,Agbára òkùnkùn ń darí ìnàsílẹ̀ òṣonká
Big Bang theory explains universe origin,Ìlànà Ìbọ́ Ńlá ṣàlàyé ìbẹ̀rẹ̀ àgbáyé
Stellar evolution describes star life cycles,Ìdàgbàsókè ìràwọ̀ ṣàlàyé àwọn àyíká ẹ̀mí ìràwọ̀
Black holes have extreme gravity,Àwọn ihò dúdú ní ipá òòfà-ilẹ̀ àlàjẹ
Gravity bends spacetime,Ipá òòfà-ilẹ̀ tẹ àyé-àkókò
Matter tells space how to curve,Èdá sọ fún àyé bí ó ṣe lè ṣíwọ́
Space tells matter how to move,Àyé sọ fún èdá bí ó ṣe lè ṣí
Light follows curved spacetime,Ìtànná tẹ̀lé àyé-àkókò tí ó ṣíwọ́
Weak force causes radioactive decay,Ipá aláìlágbára fa ìbàjẹ́ amórayínlẹ̀
Electromagnetic force acts between charges,Ipá àrá-òòfà ṣiṣẹ́ láàrín àwọn àyè àrá
Gravitational force attracts masses,Ipá òòfà-ilẹ̀ fa àwọn ìwọ̀n-okun
Unified theories combine forces,Àwọn ìlànà àsopọ̀ dá àwọn ipá pọ̀
Solar system orbits galactic center,Ètò òòrùn yí àárín àlàlá ká
Earth orbits sun,Ilẹ̀ ayé yí oòrùn ká
Moon orbits Earth,Òṣùpá yí ilẹ̀ ayé ká
Solar energy powers Earth,Agbára ìtàn-oòrùn fún ilẹ̀ ayé ní agbára
Weather results from solar heating,Ojúọjọ́ jẹ́ èsì gbígbóná ìtàn-oòrùn
Seasons result from Earth's tilt,Àwọn ìgbà jẹ́ èsì ìsisẹ́ ilẹ̀ ayé
Tides result from gravitational pull,Àwọn ìṣa àti ìyọ jẹ́ èsì fífà ipá òòfà-ilẹ̀
Earthquakes release stored energy,Àwọn ìṣẹ̀mí-ilẹ̀ tú agbára títọ́jú sílẹ̀
Volcanoes release internal heat,Àwọn òkè-ìṣomi tú okun-iná inú sílẹ̀
Plate tectonics explains crustal movement,Ìṣí-pẹ́pẹ̀lẹ́ ṣàlàyé ìṣí ìpárá
Erosion shapes Earth's surface,Ìbàjẹ́ dá ojú ilẹ̀ ayé
Magnetosphere protects Earth,Àyíká-tééòòfà dáàbòbò ilẹ̀ ayé
Atmosphere has multiple layers,Òfurufú ní àwọn ìpele púpọ̀
Wind results from pressure differences,Afẹ́fẹ́ jẹ́ èsì àwọn ìyàtọ̀ èéfún
Weather models predict conditions,Àwọn àpẹẹrẹ ojúọjọ́ sọ àsọtẹ́lẹ̀ àwọn ipò
Climate describes long-term patterns,Àìtàn ṣàlàyé àwọn àpẹẹrẹ gbígbà-pẹ́
Greenhouse effect traps heat,Ipa ọgbà-tútù dè okun-iná mọ́lẹ̀
Carbon cycle moves carbon through systems,Àyíká kábónì ṣí kábónì la àwọn ètò kọjá
Hydrologic cycle moves water through systems,Àyíká omi ṣí omi la àwọn ètò kọjá
Crystallography studies crystal structure,Èḳó ̣nípa ẹ̀dákírístálì kọ́ nípa ètò kírístálì
Ultrasonics studies high-frequency sound,Èḳó ̣nípa òkè-ìró kọ́ nípa ìró ìyásí-gíga
Photonics studies light generation and control,Èḳó ̣nípa ẹ̀dáìtànná kọ́ nípa ìṣẹ̀dá àti ìdarí ìtànná
Nanotechnology manipulates nanoscale materials,Ìmọ̀-ẹ̀rọ kékeréjù lo àwọn ohun èlò ìwọ̀n-kékeréjù
Cryogenics studies very low temperatures,Èḳó ̣nípa tútùgbáńgbá kọ́ nípa àwọn ìgbóná tí ó tútù gbáńgbá
Vacuum technology creates and uses vacuums,Ìmọ̀-ẹ̀rọ òfìfo ṣẹ̀dá àti lo àwọn òfìfo
Holography creates three-dimensional images,Èḳó ̣nípa àwòrán-kíkún ṣẹ̀dá àwọn àwòrán oníbù-mẹ́ta
Interferometry uses wave interference patterns,Èḳó ̣nípa àṣeyege-ìdíbàjẹ́ lo àwọn àpẹẹrẹ ìdíbàjẹ́ agbòn
Radiometry measures electromagnetic radiation,Èḳó ̣nípa ìwọ̀natànná wọn atànná àrá-òòfà
Spectrometry analyzes wavelengths,Èḳó ̣nípa ìwọ̀n-àádi ṣe àtúpalẹ̀ àwọn ìgbòn agbòn
Calorimetry measures heat exchange,Èḳó ̣nípa ìwọ̀n-ooru wọn pàṣípàrọ̀ okun-iná
Dosimetry measures radiation exposure,Èḳó ̣nípa ìwọ̀n-atànná wọn ìfaramọ́ atànná
Photometry measures light intensity,Èḳó ̣nípa ìwọ̀n-ìtànná wọn ipá ìtànná
Barometry measures atmospheric pressure,Èḳó ̣nípa ìwọ̀n-èéfún wọn èéfún òfurufú
Viscometry measures fluid viscosity,Èḳó ̣nípa ìwọ̀n-ìkítẹ́lẹ̀jẹpẹ wọn ìkítẹ́lẹ̀jẹpẹ aṣàn
Densitometry measures density,Èḳó ̣nípa ìwọ̀n-kíkítẹ́ wọn kíkítẹ́
Polarimetry measures polarization,Èḳó ̣nípa ìwọ̀n-ìfíjúdènà wọn ìfíjúdènà
Magnetometry measures magnetic fields,Èḳó ̣nípa ìwọ̀n-tééòòfà wọn àwọn ìté-̣òòfà
Accelerometry measures acceleration,Èḳó ̣nípa ìwọ̀n-ìdàeré wọn ìdà-eré
Tachometry measures speed,Èḳó ̣nípa ìwọ̀n-ìyára wọn ìyára
Sound waves transfer energy through matter,Àwọn agbòn ìró gbé agbára la èdá kọjá
Sound requires a medium,Ìró nílò àyè
Sound travels faster through denser materials,Ìró tàn káàkiri ní ìyára jù nínú àwọn ohun èlò tí ó kítẹ́ jù
Sound waves can be reflected and refracted,Àwọn agbòn ìró lè jẹ́ fífàsẹ́yìn àti fíṣẹ́
Sound intensity decreases with distance,Ipá ìró dínkù pẹ̀lú jíjìnnà
Sound can be focused and dispersed,Ìró lè jẹ́ sísopọ̀ àti títúká
Sound frequency determines pitch,Ìyásí ìró pinnu ohùn
Human hearing has limited frequency range,Ìgbọ́rọ ènìyàn ní àlà ìbẹ̀wò ìyásí
Sound waves show interference patterns,Àwọn agbòn ìró fi àwọn àpẹẹrẹ ìdíbàjẹ́ hàn
Sound undergoes Doppler shift,Ìró gba ìyípadà Doppler
Sound waves can be longitudinal or transverse,Àwọn agbòn ìró lè jẹ́ olóòró tàbí oníbu
Sound can cause resonance,Ìró lè fa ìdóhùn
Sound can transmit information,Ìró lè gbé ìmọ̀ kọjá
Sound waves have wavelength and amplitude,Àwọn agbòn ìró ní ìgbòn agbòn àti ìjì
Acoustic impedance affects sound transmission,Ìdínà ìró ní ipa lórí ìgbékọjá ìró
Sound can be described by wave equation,Ìró lè jẹ́ ṣíṣàlàyé nípa òṣùwọ̀n agbòn
Sound waves can be polarized,Àwọn agbòn ìró lè jẹ́ fífíjúdènà
Sound can be recorded and reproduced,Ìró lè jẹ́ gbígbà sílẹ̀ àti ṣíṣatúndá
Sound waves can cause vibration,Àwọn agbòn ìró lè fa ìgbòn
Sound can exert pressure,Ìró lè fi èéfún ṣiṣẹ́
Sound has both frequency and wavelength,Ìró ní ìyásí àti ìgbòn agbòn
Sound propagation depends on temperature,Ìtànká ìró dá lórí ìgbóná
Sound waves transfer energy and momentum,Àwọn agbòn ìró gbé agbára àti ipáàlọ kọjá
Sound waves can be focused by acoustic lenses,Àwọn agbòn ìró lè jẹ́ sísopọ̀ nípa àwọn awòye ìró
Sound can be absorbed by materials,Ìró lè jẹ́ mímúmọ́ra nípa àwọn ohun èlò
Sound reflection depends on surface properties,Ìfàsẹ́yìn ìró dá lórí àwọn ìwà ojú
Sound transmission crosses material boundaries,Ìgbékọjá ìró la àwọn àlà ohun èlò kọjá
Sound velocity depends on medium elasticity,Ìdà-ipò ìró dá lórí ìfarayọ àyè
Sound waves can be diffracted,Àwọn agbòn ìró lè jẹ́ títẹ́
Sound waves can be modulated,Àwọn agbòn ìró lè jẹ́ dídọ̀ṣẹ
Sound resonance amplifies specific frequencies,Ìdóhùn ìró gbé àwọn ìyásí pàtàkì ga
Sound absorption converts sound to heat,Ìmúmọ́ra ìró yí ìró padà sí okun-iná
Sound scattering redirects sound waves,Ìtúká ìró tún àwọn agbòn ìró darí
Sound diffusion distributes sound evenly,Ìtànká ìró pín ìró dọ́gba
Sound insulation prevents sound transmission,Ìpadé ìró dínà ìgbékọjá ìró
Sound reverberation prolongs sound,Ìdàgbàsókè ìró fa ìró gùn
Sound harmonics include overtones,Àwọn ìwúwọn ìró ní àwọn òkèohùn
Sound harmonics determine timbre,Àwọn ìwúwọn ìró pinnu ìró
Sound can be filtered by frequency,Ìró lè jẹ́ àṣàlọ nípa ìyásí
Sound pressure level measures loudness,Ìpele èéfún ìró wọn kíkun
Sound waves have phase and amplitude,Àwọn agbòn ìró ní ipò àti ìjì
Sound frequency spectrum shows component frequencies,Àádi ìyásí ìró fi àwọn ìyásí ẹ̀yà hàn
Sound signals can be analyzed by Fourier transform,Àwọn àmì ìró lè jẹ́ títúpalẹ̀ nípa àyípadà Fourier
Sound can be attenuated by distance,Ìró lè jẹ́ dídínkù nípa jíjìnnà
Sound can be refracted by temperature gradients,Ìró lè jẹ́ fíṣẹ́ nípa àwọn onígbọ̀ngbọ́ ìgbóná
Sound can be reflected by density changes,Ìró lè jẹ́ fífàsẹ́yìn nípa àwọn ìyípadà kíkítẹ́
Sound can be produced by mechanical vibration,Ìró lè jẹ́ ṣíṣẹ̀dá nípa ìgbòn èṛọ
Sound can be produced by air compression,Ìró lè jẹ́ ṣíṣẹ̀dá nípa ìfúnpọ̀ afẹ́fẹ́
Sound can be produced by electrical means,Ìró lè jẹ́ ṣíṣẹ̀dá nípa àwọn ọ̀nà okun-àrá
Sound waves can construct interference patterns,Àwọn agbòn ìró lè kọ́ àwọn àpẹẹrẹ ìdíbàjẹ́
Sound resonance occurs at natural frequencies,Ìdóhùn ìró ṣẹlẹ̀ ní àwọn ìyásí adáyébá
Sound can be focused by parabolic reflectors,Ìró lè jẹ́ sísopọ̀ nípa àwọn afàsẹ́yìn onípoo
Sound can create standing waves,Ìró lè ṣẹ̀dá àwọn agbòn dídúró
Sound velocity is affected by medium density,Ìdà-ipò ìró gba ipa láti kíkítẹ́ àyè
Sound can propagate as compression waves,Ìró lè tàn káàkiri bí àwọn agbòn ìfúnpọ̀
Sound can demonstrate acoustic impedance,Ìró lè fi ìdínà ìró hàn
Sound reflections create echoes,Àwọn ìfàsẹ́yìn ìró ṣẹ̀dá àwọn ìjìhìn
Sound can be used for echolocation,Ìró lè jẹ́ lílò fún ìdámọ̀-ìjìhìn
Sound waves can penetrate some materials,Àwọn agbòn ìró lè wọ àwọn ohun èlò kan
Sound frequency can exceed human hearing range,Ìyásí ìró lè ju ìbẹ̀wò ìgbọ́rọ ènìyàn lọ
Sound can be ultrasonic or infrasonic,Ìró lè jẹ́ òkè-ìgbọ́ tàbí ìsàlẹ̀-ìgbọ́
Sound can be amplified electronically,Ìró lè jẹ́ gbígbéga nípa ẹ̀rọàrá
Sound can be affected by temperature gradients,Ìró lè gba ipa láti àwọn onígbọ̀ngbọ́ ìgbóná
Sound waves follow superposition principle,Àwọn agbòn ìró tẹ̀lé ìlànà àgbékàjọra
Sound can be described by wave function,Ìró lè jẹ́ ṣíṣàlàyé nípa ìṣe agbòn
Sound tone depends on harmonic content,Ohùn ìró dá lórí àkóónú ìwúwọn
Sound can exhibit interference and diffraction,Ìró lè fi ìdíbàjẹ́ àti ìtẹ́ hàn
Sound experiences attenuation in media,Ìró ní ìrírí ìdínkù nínú àwọn àyè
Sound can propagate as transverse waves in solids,Ìró lè tàn káàkiri bí àwọn agbòn oníbu nínú àwọn adì
Light travels in straight lines,Ìtànná rìn ní ònà tààrà
Light shows wave-particle duality,Ìtànná fi méjèèjì agbòn-átòṃù hàn
Light waves are electromagnetic,Àwọn agbòn ìtànná jẹ́ àrá-òòfà
Light has both frequency and wavelength,Ìtànná ní ìyásí àti ìgbòn agbòn
Light exhibits interference patterns,Ìtànná fi àwọn àpẹẹrẹ ìdíbàjẹ́ hàn
Light can be reflected and refracted,Ìtànná lè jẹ́ fífàsẹ́yìn àti fíṣẹ́
Light can be polarized,Ìtànná lè jẹ́ fífíjúdènà
Light can be diffracted,Ìtànná lè jẹ́ títẹ́
Light can be absorbed and emitted,Ìtànná lè jẹ́ mímúmọ́ra àti títújáde
Light can be scattered,Ìtànná lè jẹ́ títúká
Light intensity decreases with distance,Ipá ìtànná dínkù pẹ̀lú jíjìnnà
Light consists of photons,Ìtànná ní àwọn fótónù
Light can interact with matter,Ìtànná lè bára èdá sọ̀rọ̀
Light can exert pressure,Ìtànná lè fi èéfún ṣiṣẹ́
Light velocity is constant in vacuum,Ìdà-ipò ìtànná jẹ́ dídúró nínú òfìfo
Light undergoes dispersion in prisms,Ìtànná gba ìtúká nínú àwọn prísì
Light can be focused by lenses,Ìtànná lè jẹ́ sísopọ̀ nípa àwọn awòye
Light can be reflected by mirrors,Ìtànná lè jẹ́ fífàsẹ́yìn nípa àwọn awòji
Light can form images,Ìtànná lè ṣẹ̀dá àwọn àwòrán
Light can be visible or invisible,Ìtànná lè jẹ́ àfojúrí tàbí àìfojúrí
Light can be monochromatic or polychromatic,Ìtànná lè jẹ́ oníkanàwọ̀ tàbí oníkìíkíàwọ̀
Light experiences diffraction at edges,Ìtànná ní ìrírí ìtẹ́ ní àwọn etí
Light shows Doppler effect,Ìtànná fi ipa Doppler hàn
Light can exhibit interference,Ìtànná lè fi ìdíbàjẹ́ hàn
Light has both electric and magnetic components,Ìtànná ní ẹ̀yà àrá àti òòfà
Light can be modulated,Ìtànná lè jẹ́ dídọ̀ṣẹ
Light can transmit information,Ìtànná lè gbé ìmọ̀ kọjá
Light can be coherent or incoherent,Ìtànná lè jẹ́ alájọpọ̀ tàbí aláìjọpọ̀
Light can be generated by various sources,Ìtànná lè jẹ́ ṣíṣẹ̀dá nípa àwọn orísun oníkìíkí
Light can be affected by gravity,Ìtànná lè gba ipa láti ipá òòfà-ilẹ̀
Light can be described by Maxwell's equations,Ìtànná lè jẹ́ ṣíṣàlàyé nípa àwọn òṣùwọ̀n Maxwell
Light can be filtered by wavelength,Ìtànná lè jẹ́ àṣàlọ nípa ìgbòn agbòn
Light can be described by quantum theory,Ìtànná lè jẹ́ ṣíṣàlàyé nípa ìlànà iye-ipele
Light can exhibit photoelectric effect,Ìtànná lè fi ipa ìtànná-àrá hàn
Light can cause photochemical reactions,Ìtànná lè fa àwọn ìdárapọ̀ ìtànná-ẹlà
Light can be amplified by stimulated emission,Ìtànná lè jẹ́ gbígbéga nípa títújáde atímùdáninípa
Light can form holograms,Ìtànná lè ṣẹ̀dá àwọn àwòrán-kíkún
Light can show polarization rotation,Ìtànná lè fi ìyípo ìfíjúdènà hàn
Light can undergo total internal reflection,Ìtànná lè gba ìfàsẹ́yìn inú pípé
Light can be guided by optical fibers,Ìtànná lè jẹ́ títọ́sọ́nà nípa àwọn ọ̀pá-ìríran
Light intensity follows inverse square law,Ipá ìtànná tẹ̀lé òfin òdìwọ̀n alámúdìméjì
Light can be attenuated by absorption,Ìtànná lè jẹ́ dídínkù nípa ìmúmọ́ra
Light can be quantized,Ìtànná lè jẹ́ onínípìntọ́
Light can follow Fermat's principle,Ìtànná lè tẹ̀lé ìlànà Fermat
Light can exhibit nonlinear effects,Ìtànná lè fi àwọn ipa aláìlẹ́gbẹ́ hàn
Light can be used in spectroscopy,Ìtànná lè jẹ́ lílò nínú ìtànná-àyẹ̀wò
Light can be described by Snell's law,Ìtànná lè jẹ́ ṣíṣàlàyé nípa òfin Snell
Light shows color dispersion,Ìtànná fi ìtúká àwọ̀ hàn
Light can be coherent in lasers,Ìtànná lè jẹ́ alájọpọ̀ nínú àwọn alásé
Light can be used for imaging,Ìtànná lè jẹ́ lílò fún ìṣàwòrán
Light can be used in photometry,Ìtànná lè jẹ́ lílò nínú ìwọ̀n-ìtànná
Light can cause fluorescence and phosphorescence,Ìtànná lè fa àfunnílánàá àti ìtànsí-pẹ́ẹ́
Light can show birefringence in some crystals,Ìtànná lè fi ìṣẹ́-méjì hàn nínú àwọn kírístálì kan
Light can be described by ray tracing,Ìtànná lè jẹ́ ṣíṣàlàyé nípa títọ-àtànná
Electricity involves electric charges,Okun-àrá jẹ mọ́ àwọn àyè àrá
Electricity follows conservation of charge,Okun-àrá tẹ̀lé ìtọ́jú àyè àrá
Electricity involves electric potential,Okun-àrá jẹ mọ́ agbára àrá
Electricity creates magnetic fields,Okun-àrá ṣẹ̀dá àwọn ìté-̣òòfà
Electricity can be direct or alternating current,Okun-àrá lè jẹ́ ìsán tààrà tàbí ìsán onípààrọ̀
Electricity follows Ohm's law,Okun-àrá tẹ̀lé òfin Ohm
Electricity requires complete circuits,Okun-àrá nílò àwọn ìrìnpo pípé
Electricity follows path of least resistance,Okun-àrá tẹ̀lé ojú ọ̀nà atako kéréjùlọ
Electricity can be stored in capacitors,Okun-àrá lè jẹ́ títọ́jú nínú àwọn apamọ́yẹàrá
Electricity can be induced by magnetism,Okun-àrá lè jẹ́ fífàdání nípa òòfà
Electricity can be generated by various means,Okun-àrá lè jẹ́ ṣíṣẹ̀dá nípa àwọn ọ̀nà oníkìíkí
Electricity follows Kirchhoff's laws,Okun-àrá tẹ̀lé àwọn òfin Kirchhoff
Electricity travels at nearly light speed,Okun-àrá rìn ní fẹ́rẹ̀ ìyára ìtànná
Electricity can be conducted or insulated,Okun-àrá lè jẹ́ gbígbé tàbí dídísí
Electricity can produce heat,Okun-àrá lè ṣẹ̀dá ooru
